page_type,input_count,button_count,link_count,form_count,image_count,heading_count,list_count,table_count,password_fields,email_inputs,checkbox_count,radio_count,search_box_present,navbar_present,footer_present,sidebar_present,modal_present,aria_labels_count,aria_buttons_count,aria_roles_count,login_keyword_count,register_keyword_count,search_keyword_count,cart_keyword_count,checkout_keyword_count,payment_keyword_count,profile_keyword_count,add_to_cart_keyword_count,avg_form_size,max_form_size,submit_button_count,title_length,visible_text_length
SEARCH,1,3,72,1,19,8,5,1,0,0,1,0,1,0,1,1,0,1,5,4,0,0,7,0,0,0,0,0,3.0,4,1,46,776
PAYMENT,7,4,22,1,6,3,1,2,0,0,1,1,0,0,0,0,1,6,1,3,0,0,0,0,0,9,0,0,9.0,11,0,40,379
SEARCH,1,3,66,2,17,5,9,0,0,0,4,0,1,1,1,1,0,7,1,1,0,0,5,1,0,0,0,0,3.0,3,1,42,712
SEARCH,3,4,67,1,13,6,9,0,0,0,2,0,1,1,1,0,1,4,2,0,0,0,7,0,0,0,0,1,6.0,9,1,38,441
ERROR,0,1,3,1,3,8,3,0,0,0,0,1,0,1,1,1,0,8,2,2,1,0,0,0,0,0,0,1,2.0,2,1,15,76
CART,5,7,20,1,11,4,2,0,0,0,0,1,0,1,1,0,0,3,0,5,1,0,0,7,2,0,0,0,6.0,9,0,49,558
LOGIN,5,3,9,3,14,5,2,0,1,1,0,0,1,0,1,0,0,4,2,2,6,0,0,0,0,0,0,0,2.0,2,1,39,215
UNKNOWN,13,2,24,1,11,6,1,0,0,0,1,1,0,1,1,1,0,3,2,2,0,0,0,0,0,0,0,0,16.0,25,1,30,738
PROFILE,8,10,19,2,4,3,1,0,0,0,0,0,0,1,1,1,0,7,1,3,0,0,0,0,1,0,8,0,4.5,7,1,45,298
PRODUCT,1,11,19,1,19,13,1,0,0,0,1,0,1,1,1,0,0,6,1,1,0,1,0,0,0,0,0,2,4.0,5,2,18,98
ERROR,0,0,3,0,1,7,2,1,0,0,1,1,0,1,1,1,0,5,0,1,1,0,0,0,0,0,0,0,0.0,0,0,17,72
HOME,9,4,69,1,32,19,2,0,0,0,0,0,0,1,1,0,0,4,4,1,0,0,1,0,0,0,0,0,9.0,10,0,25,1116
ERROR,0,0,3,1,1,8,6,1,0,0,1,2,0,0,1,1,0,6,0,6,0,0,1,0,0,0,0,0,3.0,5,0,12,73
REGISTER,9,2,7,1,8,3,4,1,1,1,1,1,0,1,0,0,0,11,4,1,0,5,0,0,1,0,0,0,12.0,16,1,42,220
PAYMENT,11,2,19,1,10,4,2,0,0,0,1,1,0,0,1,0,1,7,2,3,0,0,0,0,0,7,0,0,13.0,18,0,29,300
SEARCH,2,3,56,1,25,6,8,0,0,0,1,0,1,1,1,0,0,4,0,5,0,0,6,0,0,0,0,0,4.0,6,1,8,701
LOGIN,3,2,8,2,6,2,1,1,2,1,2,1,0,0,1,0,0,3,1,1,7,0,0,0,0,0,1,0,3.5,4,1,9,87
ERROR,0,0,4,0,1,4,3,0,0,0,1,1,1,0,1,0,0,2,2,3,0,0,0,0,0,0,0,0,0.0,0,2,14,83
PROFILE,8,6,17,2,4,5,2,4,0,0,1,1,1,1,0,0,0,3,0,3,1,0,1,1,0,0,6,0,5.0,6,0,42,423
CHECKOUT,10,0,31,2,15,3,5,0,0,0,0,7,1,0,0,0,0,2,3,4,0,0,0,0,12,0,0,0,8.5,14,0,50,159
SETTINGS,5,11,15,3,8,3,1,0,0,0,11,3,0,1,1,1,1,3,4,3,1,0,0,0,1,0,0,0,7.0,7,2,27,431
PROFILE,10,5,19,1,5,6,3,0,0,0,0,0,1,1,1,1,0,4,1,4,0,0,0,0,0,0,4,0,10.0,14,0,35,525
REGISTER,7,2,9,1,14,4,3,0,2,1,1,1,0,0,1,0,0,3,1,4,2,6,0,0,0,0,0,0,10.0,15,1,43,226
PROFILE,11,9,22,3,3,3,4,0,0,0,0,2,0,0,1,1,0,5,0,4,0,0,1,0,0,0,6,1,4.33,6,0,33,38
SEARCH,1,2,57,1,33,1,5,1,0,0,0,0,1,1,1,0,0,5,3,3,0,0,5,0,0,0,0,0,1.0,1,0,29,629
ERROR,0,5,3,0,1,2,0,1,0,0,0,0,0,1,1,0,0,4,2,7,1,0,0,0,0,0,0,0,0.0,0,1,10,33
ERROR,1,1,1,0,1,4,6,0,0,0,1,0,1,0,1,1,0,7,1,4,0,1,0,2,0,0,0,0,0.0,0,0,10,85
PAYMENT,12,4,15,1,9,4,2,0,0,0,1,2,1,0,0,1,0,8,2,3,0,0,2,0,0,8,0,0,16.0,21,1,46,26
SETTINGS,8,8,18,1,7,5,0,0,0,0,10,5,0,1,1,0,0,2,2,3,0,1,0,0,0,0,0,0,23.0,34,0,38,340
SEARCH,4,7,63,2,19,8,4,3,0,0,1,0,1,0,1,1,0,4,4,4,0,0,11,0,0,0,0,0,3.5,5,2,23,727
CART,1,3,20,0,7,4,5,2,0,0,1,2,0,1,1,1,0,4,1,1,0,0,0,8,5,0,0,0,0.0,0,2,38,527
CHECKOUT,13,6,22,2,9,7,1,0,0,0,1,7,0,1,0,0,0,6,4,3,0,0,1,0,4,0,0,0,11.5,16,2,39,244
UNKNOWN,7,4,25,0,14,4,1,1,0,0,1,2,1,1,1,0,0,3,3,3,0,0,0,1,0,0,0,0,0.0,0,2,19,438
SETTINGS,4,7,23,3,16,5,2,0,0,0,9,7,1,0,1,0,0,1,1,3,1,0,1,0,0,1,0,1,7.0,8,1,27,488
REGISTER,14,0,6,1,11,1,0,0,2,1,2,0,0,1,0,1,0,2,1,1,0,8,2,0,0,0,0,0,17.0,30,1,33,216
HOME,5,3,80,1,37,11,2,0,0,0,1,1,1,1,1,1,0,4,2,1,3,0,1,0,0,0,0,0,8.0,9,1,33,700
PAYMENT,8,3,18,2,14,3,2,0,0,0,1,1,0,0,0,0,0,3,2,4,0,0,1,1,0,7,0,0,5.0,6,0,33,258
REGISTER,7,1,6,1,5,3,3,0,1,1,3,0,0,1,1,0,0,4,2,4,0,7,1,0,0,0,0,0,11.0,11,1,36,172
CHECKOUT,15,1,30,3,8,6,2,0,0,0,0,3,0,0,0,0,0,2,2,3,0,0,1,0,5,0,0,0,6.0,8,0,33,276
PROFILE,4,8,11,4,6,1,3,0,0,0,0,0,0,1,1,0,0,6,2,2,2,0,0,0,0,0,6,0,1.0,1,0,43,414
PAYMENT,9,2,16,1,13,5,1,2,0,0,1,0,1,0,1,0,0,3,5,4,0,0,0,0,0,6,0,1,10.0,14,0,28,205
HOME,8,10,77,1,25,17,3,0,0,0,1,1,1,1,1,1,0,4,2,3,0,0,3,0,0,0,0,0,11.0,19,1,22,342
LOGIN,2,1,10,1,9,8,3,0,1,0,1,2,0,1,1,0,0,2,2,3,7,0,0,0,0,0,1,0,6.0,9,1,40,158
UNKNOWN,5,0,15,0,7,4,2,2,0,0,2,0,0,1,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0.0,0,1,36,580
CART,3,8,26,1,7,3,1,2,0,0,2,0,1,1,1,0,0,5,1,3,0,0,0,7,1,0,0,0,5.0,8,0,34,429
PRODUCT,3,2,29,2,8,7,4,1,0,0,0,1,1,1,0,0,0,2,1,2,0,1,0,1,0,0,0,3,2.0,2,0,24,1193
PROFILE,7,7,29,3,2,3,1,0,0,0,1,0,1,1,1,1,0,8,1,0,0,0,1,0,1,0,7,0,3.0,4,1,42,275
REGISTER,10,4,5,1,11,7,0,1,1,1,2,0,0,1,1,0,0,5,2,6,0,7,0,0,0,0,0,0,13.0,18,1,40,250
PAYMENT,3,3,17,1,15,5,1,0,0,0,2,0,1,0,0,0,0,4,3,5,0,0,1,0,0,8,0,0,6.0,9,1,38,200
REGISTER,6,5,4,1,10,6,1,0,2,1,1,2,0,1,1,0,0,3,4,3,0,4,0,1,0,0,0,0,10.0,17,1,36,310
CART,4,10,25,3,7,3,8,0,0,0,0,1,0,1,0,1,0,5,1,5,1,0,1,9,2,0,0,1,2.33,2,2,56,397
UNKNOWN,17,1,13,4,4,0,4,0,0,0,0,1,0,1,1,0,0,8,2,5,0,0,0,0,0,0,0,0,4.75,7,1,18,533
ERROR,2,0,1,0,0,5,0,0,0,0,0,0,1,0,1,1,0,5,7,0,0,0,1,0,0,0,0,0,0.0,0,2,18,80
CHECKOUT,11,3,16,6,11,7,3,2,0,0,0,4,0,1,0,0,0,6,1,4,0,0,0,0,7,0,0,0,2.5,3,0,18,344
PRODUCT,2,8,22,0,12,11,2,1,0,0,1,0,0,1,1,0,0,6,4,3,0,0,0,1,0,0,0,2,0.0,0,2,45,1499
CART,6,5,19,1,6,2,11,2,0,0,1,2,0,1,0,1,1,8,1,3,0,0,0,8,5,0,0,0,10.0,12,1,43,138
SEARCH,1,3,64,1,25,2,9,1,0,0,0,0,1,1,0,0,0,7,1,2,0,0,7,0,0,0,0,0,1.0,1,0,33,792
ERROR,0,1,3,1,2,9,2,0,0,0,1,0,0,1,1,0,0,2,3,1,0,0,1,0,0,0,0,0,3.0,3,2,22,46
PAYMENT,12,4,17,1,15,7,2,1,0,0,3,0,0,0,0,0,0,3,4,4,1,0,1,0,0,7,0,1,16.0,20,1,20,86
PRODUCT,1,4,14,1,16,11,2,0,0,0,0,0,1,1,1,1,0,4,6,3,0,0,0,0,0,0,0,4,1.0,1,0,29,1656
UNKNOWN,14,2,18,1,9,5,4,1,0,0,2,1,0,1,1,0,0,6,2,4,0,0,0,0,0,0,0,0,18.0,18,1,23,672
PROFILE,6,6,14,4,3,10,0,0,0,0,1,0,0,1,1,0,0,3,1,2,0,0,0,0,0,0,8,0,2.25,3,2,46,344
ERROR,0,2,4,0,1,8,1,2,0,0,2,0,0,0,1,0,0,6,1,5,0,0,0,1,0,0,0,0,0.0,0,2,7,65
HOME,7,3,61,1,27,19,3,0,0,0,1,0,1,1,1,1,0,6,2,1,0,0,1,0,0,0,1,0,10.0,10,2,44,308
LOGIN,2,2,3,1,10,4,1,1,1,1,1,0,0,0,0,0,0,2,2,4,5,0,1,1,0,0,0,0,4.0,4,1,30,81
HOME,5,3,62,2,30,15,3,1,0,0,2,0,1,1,1,0,0,6,0,1,3,0,2,0,0,0,0,0,4.0,4,1,36,843
LOGIN,4,1,8,1,11,2,3,0,1,1,0,0,1,1,1,0,1,2,0,1,6,0,0,0,0,0,0,0,5.0,7,1,38,184
ERROR,0,0,5,0,0,5,1,1,0,0,0,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0.0,0,1,16,35
CART,3,3,11,0,11,5,1,0,0,0,1,1,0,1,1,0,0,9,1,1,0,1,1,7,3,0,0,0,0.0,0,0,50,131
SEARCH,1,1,68,1,16,1,9,0,0,0,0,0,1,1,1,0,0,6,1,5,0,0,6,0,0,0,0,0,1.0,1,0,56,521
HOME,3,2,80,0,25,19,4,1,0,0,1,0,1,1,1,1,0,7,0,2,1,0,3,0,0,0,1,0,0.0,0,3,28,590
SETTINGS,4,9,27,2,13,8,2,4,0,0,13,6,0,1,1,0,0,6,3,4,0,0,2,0,0,0,0,0,12.0,18,1,18,202
HOME,7,4,73,1,32,14,1,0,0,0,0,1,0,1,1,0,0,5,2,4,1,0,1,1,0,0,0,0,9.0,11,1,45,1142
ERROR,0,1,2,0,1,4,4,0,0,0,2,0,0,1,1,1,1,4,1,3,0,0,0,0,0,1,0,0,0.0,0,1,12,60
CART,12,7,17,3,8,4,2,0,0,0,2,0,0,1,1,1,0,5,1,2,0,0,1,8,3,1,0,0,4.67,8,0,45,768
SETTINGS,4,11,24,2,8,4,3,0,0,0,11,8,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,13.0,16,3,43,453
SEARCH,2,5,59,3,20,5,6,1,0,0,3,0,1,1,1,0,0,5,1,2,0,0,10,0,0,0,1,0,2.0,2,1,17,453
CART,4,5,18,3,12,5,7,0,0,0,1,1,0,1,0,0,0,3,1,7,0,0,0,8,3,0,0,0,2.0,3,0,47,392
PRODUCT,1,5,17,0,13,9,2,0,0,0,4,0,1,1,1,0,0,9,2,1,0,0,1,0,0,0,0,4,0.0,0,1,42,818
SEARCH,2,1,63,1,25,6,6,0,0,0,0,1,1,1,0,1,0,5,1,6,1,0,14,0,0,0,0,0,4.0,5,1,34,436
PAYMENT,11,4,19,1,9,4,1,0,0,0,0,2,1,0,1,0,0,5,1,1,0,0,1,1,0,11,0,0,15.0,20,2,46,302
PAYMENT,7,3,17,4,12,4,2,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,2,0,0,8,0,0,1.75,1,0,31,297
ERROR,0,2,2,1,1,7,4,0,0,0,2,0,1,1,1,1,0,7,2,1,0,1,0,0,0,0,0,0,3.0,5,1,16,63
SEARCH,4,5,61,1,22,4,10,0,0,0,2,0,1,0,1,1,0,4,1,8,3,0,8,0,0,0,0,0,8.0,12,2,35,806
UNKNOWN,4,3,22,2,11,4,2,0,0,0,0,0,0,1,1,0,0,4,4,5,1,0,0,0,0,0,0,0,4.0,4,4,26,484
HOME,4,3,61,4,31,6,0,0,0,0,1,2,0,1,1,1,0,6,0,2,0,0,3,0,0,0,1,0,1.75,1,0,38,498
PAYMENT,11,6,30,1,4,3,1,0,0,0,1,1,0,1,0,1,0,5,1,0,0,0,2,0,0,10,0,0,13.0,16,0,48,317
CHECKOUT,12,3,15,1,10,8,2,0,0,0,1,3,1,0,0,0,0,1,2,8,1,0,1,0,7,0,0,0,17.0,26,1,24,312
SETTINGS,5,6,28,1,7,5,4,0,0,0,17,7,0,0,0,0,0,4,2,1,0,0,0,1,0,0,0,0,30.0,42,1,42,301
SETTINGS,6,7,20,4,10,3,5,1,0,0,8,8,1,1,1,0,0,3,1,2,0,0,0,0,0,1,1,0,6.5,9,4,35,404
REGISTER,10,4,9,2,9,7,2,1,1,1,4,0,0,1,0,1,0,4,0,3,0,5,0,1,0,1,0,0,7.5,9,1,59,188
REGISTER,7,3,6,1,9,1,1,0,2,1,2,1,0,1,1,0,0,3,1,5,0,10,0,0,0,0,0,1,11.0,18,1,37,193
SEARCH,2,0,65,1,21,4,9,1,0,0,0,1,1,1,1,0,1,7,2,3,0,0,7,0,0,0,0,1,4.0,5,1,39,700
REGISTER,5,2,6,1,11,2,1,1,1,1,3,1,1,1,1,1,1,3,2,1,0,3,2,0,0,0,0,0,10.0,15,1,42,232
PAYMENT,17,5,18,1,9,3,0,0,0,0,0,0,0,1,0,1,0,12,0,3,0,0,0,0,0,5,0,0,18.0,26,1,27,154
SEARCH,4,5,59,1,20,8,7,1,0,0,2,0,1,1,1,0,0,1,4,1,0,0,7,0,0,0,0,0,10.0,14,4,48,556
PAYMENT,9,0,13,2,8,4,0,0,0,0,0,0,0,0,0,1,0,7,3,1,0,0,0,0,0,7,0,0,4.5,6,0,12,363
REGISTER,6,4,9,1,13,0,4,0,1,1,2,0,0,0,1,0,0,3,1,1,0,6,0,0,0,0,0,0,9.0,15,1,30,152
REGISTER,7,3,8,1,12,7,2,0,1,1,2,1,0,1,1,1,0,6,1,0,1,3,2,0,0,0,0,0,11.0,11,1,29,174
CHECKOUT,13,3,28,4,16,5,3,0,0,0,0,2,0,0,0,0,0,9,0,1,0,0,0,0,5,0,0,0,4.0,5,1,24,244
CHECKOUT,14,1,27,3,5,2,2,0,0,0,1,5,0,0,1,0,0,5,1,3,1,0,1,0,5,0,0,1,7.0,11,1,35,261
SEARCH,3,5,74,1,18,6,5,1,0,0,0,0,1,1,1,1,0,3,1,3,0,0,13,0,0,0,0,1,3.0,5,0,35,815
ERROR,0,2,3,0,4,4,2,0,0,0,0,0,0,0,1,0,0,6,2,1,0,0,0,0,0,0,0,0,0.0,0,1,11,46
SEARCH,2,3,70,3,22,5,10,0,0,0,0,0,1,1,0,0,0,2,1,2,0,1,8,1,1,0,0,1,1.0,1,1,36,649
PROFILE,8,7,25,1,5,3,1,0,0,0,2,0,0,1,1,0,0,5,2,2,0,0,1,0,0,0,5,0,10.0,11,0,44,161
LOGIN,4,1,6,1,8,3,3,1,1,1,1,1,0,1,1,0,0,4,3,3,7,2,1,0,0,0,0,0,7.0,11,1,34,170
PRODUCT,3,7,19,0,15,9,4,0,0,0,2,0,0,1,1,0,0,6,0,3,0,0,0,0,0,0,0,3,0.0,0,1,37,1140
UNKNOWN,10,2,20,2,10,2,2,0,0,0,0,1,0,1,1,0,0,7,3,2,0,0,2,0,0,0,0,0,6.5,10,2,35,599
PAYMENT,12,3,21,1,12,9,2,0,0,0,0,0,0,0,1,1,0,4,2,4,0,0,0,0,0,7,0,0,13.0,22,1,42,320
HOME,6,4,82,2,25,20,1,1,0,0,3,0,0,1,1,0,0,8,2,10,2,0,2,0,0,0,0,0,4.5,7,0,29,570
PRODUCT,2,9,16,0,13,14,2,3,0,0,3,0,0,1,1,1,0,6,3,1,0,0,0,1,0,1,0,2,0.0,0,1,20,619
PROFILE,4,10,25,2,3,7,2,0,0,0,1,0,1,1,1,0,0,3,0,3,0,0,0,1,0,0,5,0,3.0,3,1,31,182
CART,5,9,30,0,9,6,4,0,0,0,1,0,0,1,1,0,0,5,3,3,0,0,1,8,6,0,0,0,0.0,0,0,18,538
PROFILE,9,5,20,1,5,5,1,0,0,0,1,1,1,1,1,0,0,6,0,1,0,0,1,0,0,0,6,1,12.0,14,1,32,509
LOGIN,2,4,9,2,7,5,2,0,2,0,1,0,0,0,1,0,0,2,1,1,7,0,0,1,0,0,0,0,2.0,2,1,38,182
CART,4,7,23,3,10,7,5,0,0,0,1,0,0,1,1,0,0,5,0,3,0,0,0,9,1,0,0,0,2.0,3,1,32,618
REGISTER,8,6,3,1,11,5,4,1,1,1,2,1,0,1,1,1,0,7,3,4,0,7,2,1,0,0,0,0,12.0,12,1,50,130
SETTINGS,7,7,11,3,13,6,6,0,0,0,16,4,0,0,1,0,0,5,2,0,0,0,3,0,0,0,0,0,9.33,13,1,33,466
HOME,5,5,77,1,19,23,2,0,0,0,0,0,1,0,1,0,0,4,4,3,0,0,2,0,0,0,0,0,9.0,14,4,28,664
CHECKOUT,19,1,24,1,9,5,3,1,0,0,1,3,0,0,1,0,0,2,4,4,0,0,1,0,10,0,1,0,23.0,28,0,24,198
SETTINGS,8,5,21,5,8,1,0,0,0,0,12,7,0,1,1,1,1,4,0,3,0,0,0,0,0,0,0,0,5.4,8,0,39,662
CART,2,4,21,1,6,7,2,1,0,0,1,0,0,1,1,0,0,9,0,4,0,0,0,8,1,0,0,0,4.0,6,1,19,635
PROFILE,4,6,21,1,3,4,2,0,0,0,0,2,0,1,1,0,0,4,2,2,0,0,1,0,0,0,5,0,7.0,10,1,32,232
PAYMENT,11,2,22,1,15,3,2,1,0,0,1,0,1,0,0,0,0,3,2,4,0,0,0,0,0,7,0,0,13.0,15,1,23,299
ERROR,0,1,3,1,1,7,1,0,0,0,1,1,0,1,1,1,0,7,1,7,0,0,0,0,0,0,0,0,2.0,2,0,26,99
CHECKOUT,17,2,23,1,11,7,4,2,0,0,0,6,0,0,1,0,0,4,2,4,1,0,0,0,6,0,1,0,24.0,37,1,25,314
PAYMENT,7,4,20,1,7,7,4,0,0,0,2,0,0,0,0,0,0,4,4,2,1,1,2,0,0,12,1,0,10.0,15,1,23,329
CART,5,8,21,3,5,5,3,4,0,0,0,0,0,1,1,0,0,5,5,4,0,0,2,15,5,1,0,0,1.67,2,0,32,348
ERROR,0,0,4,1,0,1,5,1,0,0,0,0,1,0,1,0,0,6,2,6,0,0,0,0,0,0,1,0,0.0,0,0,10,30
SEARCH,3,3,60,1,24,4,8,1,0,0,1,0,1,1,1,0,0,3,3,4,0,0,5,0,0,0,0,0,5.0,7,1,32,1026
PRODUCT,2,8,20,1,17,13,4,1,0,0,0,0,0,1,1,0,1,5,2,6,0,0,0,0,0,0,0,2,4.0,6,2,44,1361
PRODUCT,2,7,22,2,14,12,3,1,0,0,1,0,0,1,1,1,0,3,5,1,1,0,0,0,1,0,0,5,3.5,5,4,50,1266
REGISTER,8,7,4,1,5,3,4,2,1,1,3,1,0,1,1,0,0,4,2,4,0,4,0,0,0,0,0,0,13.0,13,1,29,106
PRODUCT,2,4,19,2,15,13,0,1,0,0,1,0,1,1,1,1,0,5,2,2,0,0,1,0,0,0,0,9,1.5,1,0,32,1077
CHECKOUT,18,0,22,1,10,5,1,0,0,0,2,5,0,1,0,0,0,5,3,4,0,0,0,0,4,0,0,0,26.0,26,1,29,322
CHECKOUT,14,2,28,1,9,4,0,1,0,0,1,3,1,0,0,0,1,4,0,3,1,0,1,0,8,0,0,0,18.0,22,0,28,350
CHECKOUT,12,3,24,1,10,2,0,0,0,0,0,4,1,0,0,0,0,6,0,3,0,1,0,1,6,0,0,0,17.0,23,1,14,175
PAYMENT,5,3,19,1,14,5,0,0,0,0,1,0,0,0,0,0,0,6,4,3,1,0,0,0,0,11,0,0,6.0,10,0,22,118
HOME,8,4,71,1,34,14,1,0,0,0,3,1,1,1,1,1,0,6,2,2,1,0,2,0,0,0,1,0,12.0,17,0,36,347
PRODUCT,1,10,17,1,13,13,2,0,0,0,0,1,0,1,1,0,0,5,5,2,0,0,1,0,0,0,1,3,2.0,2,0,31,1745
PROFILE,3,8,11,1,2,3,2,0,0,0,1,0,1,1,1,1,0,5,3,2,0,0,1,0,0,0,9,0,4.0,6,0,23,399
HOME,5,2,86,0,34,15,2,0,0,0,1,1,1,1,0,0,1,5,1,3,0,0,1,0,0,0,0,1,0.0,0,1,33,1130
SETTINGS,11,5,28,3,10,4,0,0,0,0,16,7,0,1,1,0,0,2,6,1,0,0,0,0,0,0,0,0,11.67,16,1,33,561
PAYMENT,6,5,22,1,8,5,2,0,0,0,3,0,0,0,0,0,0,7,0,4,0,0,1,1,0,5,0,0,10.0,13,1,29,10
UNKNOWN,8,3,21,1,11,5,4,0,0,0,1,1,0,1,1,1,0,1,3,2,0,0,0,0,0,0,0,0,13.0,22,3,47,476
PROFILE,7,6,21,2,1,5,2,1,0,0,1,0,0,1,1,0,0,1,1,3,0,0,0,0,0,1,7,1,5.0,6,2,18,442
CART,4,12,12,3,9,5,2,1,0,0,2,0,0,1,1,0,1,1,5,1,0,0,0,9,3,0,1,0,2.33,3,1,33,208
LOGIN,3,2,5,1,2,2,2,0,1,1,1,0,0,0,1,0,0,3,2,7,5,0,1,0,0,0,0,0,5.0,6,1,22,111
SETTINGS,6,5,17,5,10,4,1,0,0,0,10,4,1,1,1,0,0,5,2,5,0,0,2,1,0,0,0,0,4.0,5,0,32,303
LOGIN,3,1,6,1,10,3,0,0,1,0,1,0,0,0,1,1,0,7,0,5,5,0,0,0,0,0,1,0,5.0,8,1,27,177
PROFILE,8,7,23,1,4,5,1,0,0,0,0,1,0,1,1,0,0,9,2,2,0,1,0,0,0,0,8,0,10.0,17,1,36,665
REGISTER,5,5,9,1,9,6,2,0,1,1,1,0,1,0,1,0,0,7,1,1,0,4,1,0,0,0,0,0,7.0,9,1,22,155
SEARCH,1,1,70,2,17,3,7,1,0,0,1,0,1,1,1,1,0,5,2,5,1,0,10,0,0,0,0,0,1.0,1,0,38,47
SETTINGS,6,7,20,5,9,5,3,0,0,0,9,3,0,1,1,0,0,3,2,1,0,0,0,1,0,0,0,0,3.6,5,0,44,406
ERROR,1,3,3,1,0,6,0,0,0,0,2,0,0,1,1,1,0,6,2,1,0,0,1,0,0,0,0,0,4.0,4,1,12,61
PRODUCT,2,6,19,4,13,17,0,2,0,0,4,0,0,1,1,1,0,7,1,7,1,0,0,0,0,0,0,5,2.25,3,3,34,1549
HOME,4,3,77,2,28,21,2,1,0,0,1,0,1,1,1,1,0,2,1,2,0,0,5,0,0,0,0,0,3.5,6,2,34,1188
LOGIN,5,2,10,1,4,3,2,0,2,1,0,1,1,1,1,0,0,5,1,0,5,0,0,0,0,0,0,0,7.0,10,1,37,104
CHECKOUT,12,3,18,2,5,8,1,0,0,0,0,4,1,0,1,0,0,3,1,1,0,0,1,1,3,0,0,0,8.0,12,0,32,335
SEARCH,1,4,66,1,22,6,6,0,0,0,1,0,1,1,1,1,0,9,2,3,0,0,8,1,0,0,0,0,3.0,5,1,12,307
HOME,7,4,61,3,30,16,4,0,0,0,0,4,0,0,1,1,0,2,2,4,1,0,2,0,0,0,0,0,4.0,4,1,43,685
ERROR,0,1,4,0,2,5,2,1,0,0,0,0,1,1,1,0,0,4,2,1,0,0,0,0,0,0,0,0,0.0,0,0,14,29
SEARCH,1,4,59,2,19,6,5,1,0,0,1,1,1,1,1,0,0,6,0,1,1,0,11,0,0,0,0,1,2.0,2,1,27,407
PROFILE,5,10,28,2,5,3,0,0,0,0,1,1,0,1,1,0,1,5,3,6,0,0,0,0,0,1,6,0,4.0,6,1,27,291
PAYMENT,10,6,22,1,12,4,1,0,0,0,0,1,0,0,1,0,0,6,2,2,0,0,2,0,0,9,0,0,13.0,19,2,50,367
CHECKOUT,21,2,14,1,9,6,3,2,0,0,1,2,1,0,0,0,1,5,2,5,0,0,3,0,5,1,0,0,24.0,38,0,41,397
UNKNOWN,11,1,19,0,17,3,2,1,0,0,3,1,0,1,1,0,0,3,2,3,1,0,0,1,0,0,0,0,0.0,0,2,31,973
LOGIN,3,2,7,2,5,8,1,0,2,1,0,0,0,0,1,0,0,3,2,3,4,0,0,0,0,0,0,0,2.0,2,1,32,158
PROFILE,4,15,17,1,4,5,0,1,0,0,0,1,0,1,1,1,0,6,0,4,0,0,1,1,2,0,4,0,5.0,8,0,27,440
SEARCH,4,5,73,2,21,5,8,1,0,0,1,1,1,1,0,1,0,2,0,2,0,0,5,0,0,0,0,0,4.0,4,2,24,622
HOME,9,3,66,0,31,13,1,0,0,0,2,0,1,1,1,1,0,7,1,2,1,0,1,0,1,0,0,0,0.0,0,0,29,554
ERROR,0,0,2,0,2,3,3,0,0,0,0,1,1,0,1,0,0,9,1,0,0,0,1,0,0,0,0,0,0.0,0,1,22,41
ERROR,0,2,5,1,1,5,2,0,0,0,0,1,0,1,1,0,0,4,0,2,1,1,0,0,0,0,0,0,2.0,3,1,7,70
REGISTER,7,3,9,1,9,4,2,0,1,1,2,2,0,1,1,1,0,6,2,2,1,9,0,0,0,1,0,0,12.0,20,1,38,274
UNKNOWN,12,2,16,3,8,5,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,5.33,6,3,39,248
REGISTER,6,2,5,1,13,7,6,0,1,1,1,0,1,0,1,0,1,4,1,6,0,6,0,0,1,0,0,0,8.0,12,1,44,139
SETTINGS,6,8,23,1,11,8,2,1,0,0,7,12,0,1,1,1,0,5,1,1,0,1,2,0,0,1,0,0,26.0,45,1,31,428
HOME,8,2,62,3,31,14,0,0,0,0,1,0,1,1,1,0,0,3,1,1,1,0,2,0,0,0,0,0,3.0,5,0,18,920
PROFILE,10,3,22,2,4,9,1,0,0,0,2,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,5,0,6.0,9,0,48,434
PAYMENT,9,7,12,2,10,5,4,0,0,0,1,1,1,0,0,0,0,3,2,3,0,0,1,1,0,9,0,0,6.0,8,1,34,265
LOGIN,2,2,9,1,9,6,2,1,1,1,1,1,0,1,1,0,0,6,0,4,6,1,0,0,0,0,0,0,5.0,8,1,42,207
CART,3,6,15,1,10,5,6,0,0,0,2,1,0,0,1,0,0,5,2,3,0,0,0,5,2,0,0,0,7.0,8,1,30,462
CHECKOUT,13,4,22,3,12,6,3,1,0,0,1,1,0,0,1,0,0,5,2,1,1,0,0,0,8,0,0,0,5.67,5,2,37,340
SEARCH,1,1,73,3,25,2,8,0,0,0,0,0,1,0,1,0,0,2,1,3,0,0,9,0,0,0,0,0,0.33,0,0,36,677
REGISTER,7,3,7,1,9,5,1,0,1,1,1,0,0,1,1,0,0,2,3,1,1,8,0,0,1,0,0,0,9.0,9,1,24,59
ERROR,0,3,4,1,3,5,4,2,0,0,0,1,0,0,1,1,0,8,1,3,1,0,0,1,0,0,0,0,2.0,2,1,21,51
